City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
331,Paonta Sahib,IN,30.45,77.6167,23.36,61,0,2.4,clear sky
332,Carbondale,US,37.7273,-89.2168,26.14,34,0,4.12,clear sky
333,Thaba-Tseka,LS,-29.522,28.6084,15.33,16,0,2.48,clear sky
334,Akhtubinsk,RU,48.2795,46.1722,18.98,49,100,9.07,overcast clouds
335,Hattiesburg,US,31.3271,-89.2903,29.27,33,0,4.63,clear sky
336,Rundu,NA,-17.9333,19.7667,22.42,19,0,2.16,clear sky
337,Owando,CG,-0.4819,15.8999,20.94,99,77,1.22,broken clouds
338,Trincomalee,LK,8.5711,81.2335,26.9,78,100,9.54,overcast clouds
339,Tramore,IE,52.1624,-7.1524,15.05,74,100,1.79,overcast clouds
340,Salinopolis,BR,-0.6136,-47.3561,27.24,77,71,5.49,broken clouds
341,Sechura,PE,-5.5569,-80.8222,22.28,64,54,6.04,broken clouds
342,Grantham,GB,52.9115,-0.6418,12.05,76,7,3.6,clear sky
343,Rondonopolis,BR,-16.4708,-54.6356,27.47,60,97,1.24,overcast clouds
344,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,28.7,21,0,3.4,clear sky
345,Mvuma,ZW,-19.2792,30.5283,18.02,33,0,3.44,clear sky
346,Santiago Del Estero,AR,-27.7951,-64.2615,29.23,24,1,4.81,clear sky
347,Qrendi,MT,35.8347,14.4583,22.84,83,20,3.09,few clouds
348,Astana,KZ,51.1801,71.446,-7.03,86,0,3.0,clear sky
349,Tutoia,BR,-2.7619,-42.2744,26.24,85,13,6.52,few clouds
350,Tahoua,NE,14.8888,5.2692,27.99,83,0,2.06,clear sky
351,Vestmanna,FO,62.1564,-7.1664,9.51,87,75,9.77,broken clouds
352,Port Blair,IN,11.6667,92.75,27.1,83,100,5.37,overcast clouds
353,Matara,LK,5.9485,80.5353,25.52,85,93,8.38,overcast clouds
354,Bangolo,CI,7.0069,-7.475,21.82,99,100,1.47,moderate rain
355,Birjand,IR,32.8663,59.2211,13.26,26,0,4.12,clear sky
356,Pafos,CY,34.7667,32.4167,24.02,78,0,2.06,clear sky
357,Pokhara,NP,28.2333,83.9833,20.53,56,0,2.87,clear sky
358,Nkhata Bay,MW,-11.6066,34.2907,22.85,54,0,2.77,clear sky
359,Sindgi,IN,16.9167,76.2333,24.79,67,60,3.21,broken clouds
360,Kumbo,CM,6.2,10.6667,14.88,95,93,1.43,light rain
361,Nantucket,US,41.2835,-70.0995,13.41,84,100,16.14,overcast clouds
362,Tocache,PE,-8.1842,-76.5125,30.18,49,97,1.39,overcast clouds
363,Pathardi,IN,19.1667,75.1833,22.48,85,0,3.57,clear sky
364,Merke,KZ,42.8728,73.1786,10.83,39,46,0.53,scattered clouds
365,Albany,US,42.6001,-73.9662,14.03,66,100,3.58,overcast clouds
366,Vardo,NO,70.3705,31.1107,5.99,87,100,1.03,overcast clouds
367,Am Timan,TD,11.0297,20.2827,21.15,88,100,6.95,moderate rain
368,Arona,ES,28.0996,-16.681,19.95,87,20,3.6,few clouds
369,Sao Joao Da Barra,BR,-21.6403,-41.0511,25.05,86,45,3.61,scattered clouds
370,Geraldton,AU,-28.7667,114.6,13.23,76,85,6.17,overcast clouds
371,Gemena,CD,3.25,19.7667,20.84,100,100,0.95,overcast clouds
372,Volodarskiy,RU,46.4013,48.5409,16.97,50,95,9.21,overcast clouds
373,Augusto Correa,BR,-1.0217,-46.635,27.12,74,70,3.24,broken clouds
374,Port Hawkesbury,CA,45.6169,-61.3485,10.77,60,100,4.63,overcast clouds
375,Chiknayakanhalli,IN,13.4172,76.6228,20.35,89,100,2.02,overcast clouds
376,Kismayo,SO,-0.3582,42.5454,24.43,72,80,8.25,broken clouds
377,Lugovoy,KZ,42.9472,72.7644,9.4,35,51,1.6,broken clouds
378,Ilhabela,BR,-23.7781,-45.3581,19.82,91,77,0.89,broken clouds
379,Rodrigues Alves,BR,-7.738,-72.6509,32.11,52,76,1.42,broken clouds
380,Mushie,CD,-3.0167,16.9,21.07,97,100,1.47,overcast clouds
381,Tigzirt,DZ,36.8886,4.1198,23.18,67,74,3.28,broken clouds
382,Itinga,BR,-16.6131,-41.7653,29.52,44,78,2.81,broken clouds
383,Mazyr,BY,52.0495,29.2456,6.98,91,100,9.18,moderate rain
384,Tarpon Springs,US,28.1461,-82.7568,30.05,57,0,4.12,clear sky
385,Makushino,RU,55.2103,67.2442,0.27,55,31,3.42,scattered clouds
386,La Asuncion,VE,11.0333,-63.8628,32.85,52,5,5.66,clear sky
387,Rawson,AR,-43.3002,-65.1023,11.43,47,100,7.93,overcast clouds
388,Buchanan,LR,5.8808,-10.0467,24.58,90,100,3.38,light rain
389,Huarmey,PE,-10.0681,-78.1522,19.8,73,30,4.71,scattered clouds
390,Carnarvon,AU,-24.8667,113.6333,17.86,63,0,5.94,clear sky
391,Seidu,SL,9.0167,-10.6,21.06,93,97,0.33,light rain
392,Najran,SA,17.4924,44.1277,22.36,17,26,0.82,scattered clouds
393,Tazovskiy,RU,67.4667,78.7,1.17,81,100,5.72,overcast clouds
394,Jutai,BR,-5.1833,-68.9,26.22,78,100,0.31,light rain
395,Bolobo,CD,-2.1667,16.2333,21.35,96,100,1.53,overcast clouds
396,Marawi,PH,7.9986,124.2928,20.44,92,100,0.99,moderate rain
397,Maltahohe,NA,-24.8333,16.9833,24.56,8,1,4.21,clear sky
398,Mana,GF,5.6592,-53.7767,27.69,79,98,4.28,overcast clouds
399,Ambilobe,MG,-13.2,49.05,18.73,77,4,1.76,clear sky
400,Ouango,CF,4.3133,22.5552,21.21,99,98,1.25,overcast clouds
401,Goure,NE,13.9835,10.2704,34.36,20,100,1.84,overcast clouds
402,Porto De Moz,BR,-1.7483,-52.2383,30.78,52,100,0.98,overcast clouds
403,Bushehr,IR,28.9684,50.8385,28.05,69,0,0.0,clear sky
404,Inta,RU,66.0317,60.1659,4.59,89,100,2.26,overcast clouds
405,Saint-Georges,GD,12.0564,-61.7485,30.82,70,20,7.2,few clouds
406,Okhtyrka,UA,50.3104,34.8988,9.83,87,100,6.69,overcast clouds
407,Puri,IN,19.8,85.85,26.29,87,100,4.34,overcast clouds
408,Taltal,CL,-25.4,-70.4833,16.72,69,29,3.12,scattered clouds
409,Englewood,US,39.6478,-104.9878,24.1,40,75,5.66,broken clouds
410,Sault Sainte Marie,CA,46.5168,-84.3333,14.16,42,0,3.09,clear sky
411,Grand-Lahou,CI,5.1367,-5.0242,23.93,93,75,2.97,broken clouds
412,Las Palmas,ES,28.4204,-14.0131,21.44,88,20,3.09,few clouds
413,Sven,RU,53.1822,34.5511,15.06,96,100,3.18,overcast clouds
414,Almirante,PA,9.3,-82.4,27.66,79,95,3.9,overcast clouds
415,Bonavista,CA,48.6499,-53.1147,8.44,59,97,7.61,overcast clouds
416,Richards Bay,ZA,-28.783,32.0377,20.5,95,2,2.19,clear sky
417,Santa Cruz,BO,-17.8,-63.1667,32.7,43,92,2.06,overcast clouds
418,Domaszek,HU,46.2492,20.0111,13.3,88,90,2.69,light rain
419,Rajura,IN,19.7833,79.3667,23.25,85,85,3.01,overcast clouds
420,Westerland,DE,54.9079,8.3033,13.01,82,20,9.26,few clouds
421,Gamba,GA,-2.65,10.0,24.45,89,100,1.79,overcast clouds
422,Barcelos,PT,41.5388,-8.6151,22.14,63,49,2.06,scattered clouds
423,Lamu,KE,-2.2717,40.902,24.12,75,67,7.23,broken clouds
424,Collierville,US,35.042,-89.6645,27.62,31,0,5.66,clear sky
425,Westport,US,41.1415,-73.3579,14.02,56,100,8.75,overcast clouds
426,Nokha,IN,27.6,73.4167,27.48,50,0,6.86,clear sky
427,Yagoua,CM,10.3411,15.2329,26.05,76,75,3.54,broken clouds
428,San Luis,AR,-33.295,-66.3356,25.74,22,48,7.87,scattered clouds
429,Jacareacanga,BR,-6.2222,-57.7528,26.13,78,90,1.3,light rain
430,Atar,MR,20.5169,-13.0499,33.59,24,2,1.66,clear sky
431,Coquimbo,CL,-29.9533,-71.3436,16.85,67,20,4.63,few clouds
432,Lake Station,US,41.575,-87.2389,20.59,70,0,3.6,clear sky
433,Quattro Castella,IT,44.635,10.4743,19.16,80,6,3.03,clear sky
434,Bud,US,39.447,-86.1758,23.25,49,0,6.41,clear sky
435,Harbour Breton,CA,47.4833,-55.7983,9.51,53,87,5.57,overcast clouds
436,Aripuana,BR,-9.1667,-60.6333,33.81,38,75,1.18,broken clouds
437,Matadi,CD,-5.8167,13.45,25.91,75,81,3.56,broken clouds
438,Timizart,DZ,36.8,4.2667,21.83,62,80,2.26,broken clouds
439,Odweyne,SO,9.4092,45.064,24.06,54,44,2.09,scattered clouds
440,Nador,MA,35.174,-2.9287,22.14,83,75,1.03,broken clouds
441,Novoagansk,RU,61.9449,76.6625,-1.82,80,97,4.06,overcast clouds
442,Nosy Varika,MG,-20.5833,48.5333,18.24,85,0,3.04,clear sky
443,Conde,BR,-7.2597,-34.9075,24.7,83,75,3.6,broken clouds
444,Rzeszow,PL,50.0413,21.999,11.06,89,75,4.12,light intensity shower rain
445,Halifax,CA,44.6453,-63.5724,11.0,56,100,8.75,overcast clouds
446,Gravdal,NO,68.1214,13.5031,7.94,100,75,0.0,broken clouds
447,Ptichye,RU,45.5168,41.7115,20.73,50,74,3.14,broken clouds
448,Sucre,BO,-19.0333,-65.2627,14.58,60,100,5.87,overcast clouds
449,Havoysund,NO,70.9963,24.6622,6.13,83,100,0.82,overcast clouds
450,Knokke-Heist,BE,51.3333,3.3333,15.01,71,0,3.17,clear sky
451,Antofagasta,CL,-23.65,-70.4,15.6,66,39,3.82,scattered clouds
452,Resistencia,AR,-27.4606,-58.9839,28.03,29,0,4.12,clear sky
453,Mabaruma,GY,8.2,-59.7833,27.89,73,92,2.29,overcast clouds
454,Kang,BW,-23.6752,22.7876,24.09,20,0,4.15,clear sky
455,Ponta Delgada,PT,37.7333,-25.6667,23.61,83,20,6.17,few clouds
456,Gravina In Puglia,IT,40.8197,16.4228,18.08,75,29,1.97,scattered clouds
457,Vittorio Veneto,IT,45.9767,12.3033,17.69,86,84,1.26,broken clouds
458,Margate,GB,51.3813,1.3862,10.73,63,3,2.49,clear sky
459,Ikovka,RU,55.6089,64.9375,4.48,46,100,4.25,overcast clouds
460,Saquarema,BR,-22.92,-42.5103,22.08,89,32,3.37,scattered clouds
461,Mendeleyevo,RU,56.0333,37.2167,9.94,96,75,6.0,light intensity shower rain
462,Teguldet,RU,57.3064,88.1667,-3.81,91,39,1.0,scattered clouds
463,Ayagoz,KZ,47.9714,80.4392,-1.19,52,0,5.2,clear sky
464,High Rock,BS,26.6208,-78.2833,26.01,71,40,5.46,scattered clouds
465,Taoudenni,ML,22.6783,-3.9836,35.09,23,15,3.15,few clouds
466,Poole,GB,50.7167,-2.0,14.84,87,75,1.03,broken clouds
467,Hurghada,EG,27.2574,33.8129,30.02,45,0,3.09,clear sky
468,Eenhana,NA,-17.4667,16.3333,24.39,16,1,3.28,clear sky
469,Gore,NZ,-46.1028,168.9436,6.02,97,72,3.64,light rain
470,Pimentel,PE,-6.8367,-79.9342,20.16,64,20,8.23,few clouds
471,Youghal,IE,51.95,-7.8506,13.38,99,100,2.19,overcast clouds
472,Svolvaer,NO,68.2342,14.5683,8.99,93,75,1.03,broken clouds
473,Terbuny,RU,52.1389,38.2789,15.47,92,100,7.84,light rain
474,Mauganj,IN,24.6833,81.8833,25.02,62,39,0.82,scattered clouds
475,Ekibastuz,KZ,51.6667,75.3667,2.05,57,9,3.18,clear sky
476,Koungheul,SN,13.9833,-14.8,28.34,69,100,2.72,overcast clouds
477,Bloomingdale,US,27.8936,-82.2404,30.18,39,0,4.12,clear sky
478,Gumia,IN,23.7833,85.8167,25.21,84,100,1.93,overcast clouds
479,Barreiras,BR,-12.1528,-44.99,31.38,31,97,1.12,overcast clouds
480,Soubre,CI,5.7856,-6.6083,22.27,99,100,1.37,overcast clouds
481,Faya,SA,18.3851,42.4509,17.06,58,5,0.76,clear sky
482,Calderitas,MX,18.55,-88.25,28.23,58,74,2.99,broken clouds
483,Dothan,US,31.2232,-85.3905,30.58,32,0,9.26,clear sky
484,Miranda,CO,3.2499,-76.2281,29.07,49,63,0.87,broken clouds
485,Skjervoy,NO,70.0311,20.9714,7.2,66,79,1.02,broken clouds
486,Lenoir City,US,35.7973,-84.256,18.24,72,95,2.24,overcast clouds
487,Carsamba,TR,41.1989,36.7219,18.86,82,75,9.26,shower rain
488,Buraydah,SA,26.326,43.975,27.25,13,0,3.7,clear sky
489,Avanigadda,IN,16.0215,80.9181,24.5,84,92,3.56,overcast clouds
490,Gusau,NG,12.1628,6.6614,26.52,71,100,4.09,overcast clouds
491,Perry,US,37.2506,-83.1999,13.4,85,100,2.36,overcast clouds
492,Kandalaksha,RU,67.162,32.4123,3.94,93,100,2.4,overcast clouds
493,Challans,FR,46.8436,-1.8749,17.51,91,33,3.37,scattered clouds
494,Evora,PT,38.5667,-7.9,22.59,24,43,1.54,scattered clouds
495,Savannah Bight,HN,16.45,-85.85,26.91,72,95,2.0,overcast clouds
496,Bagepalli,IN,13.7847,77.7931,21.48,86,99,3.51,overcast clouds
497,Kholmogory,RU,64.2229,41.656,5.29,90,100,2.58,overcast clouds
498,Russkiy Kameshkir,RU,52.8589,46.0892,15.6,85,100,6.98,overcast clouds
499,Pontes E Lacerda,BR,-15.2261,-59.3353,29.08,56,100,1.7,overcast clouds
500,Alta Gracia,AR,-31.6529,-64.4283,27.16,25,14,5.2,few clouds
501,Somerset,US,40.5668,-74.5496,14.27,78,100,6.17,overcast clouds
502,Caxito,AO,-8.5785,13.6643,23.94,81,93,2.55,overcast clouds
503,Gazanjyk,TM,39.2446,55.5154,14.35,14,0,6.54,clear sky
504,Kiruna,SE,67.8557,20.2251,-0.49,100,77,2.57,broken clouds
505,Stavern,NO,59.0,10.0333,9.4,95,8,0.55,clear sky
506,Tessalit,ML,20.1986,1.0114,35.53,20,79,2.21,broken clouds
507,Honningsvag,NO,70.9821,25.9704,5.86,87,75,1.54,broken clouds
508,Lichinga,MZ,-13.3128,35.2406,18.74,40,0,2.05,clear sky
509,Sfantu Gheorghe,RO,45.8667,25.7833,11.63,86,54,3.67,broken clouds
510,Brae,GB,60.3964,-1.353,12.11,86,68,8.69,broken clouds
511,Robertsport,LR,6.7533,-11.3686,25.07,88,100,5.87,moderate rain
512,Ampanihy,MG,-24.7,44.75,19.13,76,0,1.33,clear sky
513,Piacabucu,BR,-10.4056,-36.4344,23.42,76,1,3.85,clear sky
514,Constantine,DZ,36.365,6.6147,20.67,52,0,2.06,clear sky
515,Bunia,CD,1.5667,30.25,16.86,91,100,0.6,light rain
516,Los Llanos De Aridane,ES,28.6585,-17.9182,20.86,75,100,3.09,overcast clouds
517,Sistranda,NO,63.7256,8.834,10.98,78,100,10.81,light rain
518,Dezful,IR,32.3811,48.4058,29.09,14,0,1.4,clear sky
519,Damaturu,NG,11.747,11.9608,28.95,55,96,4.82,overcast clouds
520,West Bay,KY,19.3667,-81.4167,31.04,63,20,4.63,few clouds
521,Ginda,IN,30.6945,78.4932,14.85,63,5,3.24,clear sky
522,Havre-Saint-Pierre,CA,50.2334,-63.5986,10.2,34,0,5.66,clear sky
523,Okitipupa,NG,6.5047,4.7839,22.52,97,37,0.76,scattered clouds
524,Pervomaysk,UA,48.0443,30.8507,11.82,72,39,7.95,scattered clouds
525,Mazagao,BR,-0.115,-51.2894,34.03,75,72,4.47,broken clouds
526,Mumbwa,ZM,-14.9783,27.0619,20.88,25,0,2.42,clear sky
527,Karachi,PK,24.9056,67.0822,25.9,78,75,3.6,broken clouds
528,Balkhash,KZ,46.844,74.9804,3.98,46,0,9.71,clear sky
529,Hammerfest,NO,70.6634,23.6821,4.25,81,75,0.0,broken clouds
530,Morondava,MG,-20.2833,44.2833,22.91,80,0,2.2,clear sky
531,Lavumisa,SZ,-27.31,31.892,21.08,84,0,0.66,clear sky
532,Buritis,BR,-15.6178,-46.4233,30.58,34,89,2.16,overcast clouds
533,Darab,IR,28.7519,54.5444,24.14,46,3,1.16,clear sky
534,Cap Malheureux,MU,-19.9842,57.6142,21.93,65,29,2.24,scattered clouds
535,Ardalstangen,NO,61.2371,7.6983,11.27,95,99,1.97,overcast clouds
536,Pedernales,DO,18.0384,-71.744,29.98,69,100,4.03,overcast clouds
537,Nexo,DK,55.0607,15.1306,13.05,78,52,11.71,broken clouds
538,Otjiwarongo,NA,-20.4637,16.6477,23.24,15,0,4.77,clear sky
539,Springbok,ZA,-29.6643,17.8865,12.61,36,0,1.1,clear sky
540,Zinder,NE,13.8072,8.9881,31.71,40,84,4.69,broken clouds
541,Krasnyy Yar,RU,46.5331,48.3456,16.96,50,100,8.99,overcast clouds
542,Carutapera,BR,-1.195,-46.02,27.06,75,48,4.36,scattered clouds
543,Farafangana,MG,-22.8167,47.8333,19.78,81,10,3.59,clear sky
544,Leczna,PL,51.3012,22.8814,10.17,100,20,4.63,few clouds
545,Birin,NP,26.8865,88.0718,16.93,84,63,1.79,broken clouds
546,Lima,PE,-12.0432,-77.0282,15.14,82,100,5.14,overcast clouds
547,Tromso,NO,69.6496,18.957,4.1,87,40,1.03,scattered clouds
548,Polunochnoye,RU,60.8697,60.4153,1.79,97,100,2.7,overcast clouds
549,Saint-Denis,FR,48.9167,2.3333,14.27,90,75,2.06,broken clouds
550,Nepa Nagar,IN,21.4667,76.4,24.28,77,78,1.93,broken clouds
551,Faro,PT,37.0194,-7.9322,23.31,56,0,3.09,clear sky
552,Praia Da Vitoria,PT,38.7333,-27.0667,22.09,100,75,7.82,broken clouds
553,Hamza,UZ,40.4264,71.4956,14.97,30,7,0.28,clear sky
554,Barra Do Garcas,BR,-15.89,-52.2567,27.32,74,75,0.0,moderate rain
555,Carlisle,US,40.2015,-77.1889,13.02,67,100,0.45,moderate rain
556,Gilgit,PK,35.9221,74.3087,19.33,55,4,1.03,clear sky
557,Lyubech,UA,51.7026,30.6569,6.0,93,100,9.47,moderate rain
558,Aden,YE,12.7794,45.0367,31.81,62,98,3.93,overcast clouds
559,Namanyere,TZ,-7.5167,31.05,20.37,29,98,3.28,overcast clouds
560,Palmeirais,BR,-5.9778,-43.0633,32.17,22,12,1.94,few clouds
561,Linares,CL,-35.85,-71.6,23.89,51,14,0.59,few clouds
562,Nicoya,CR,10.1483,-85.452,26.07,86,100,0.71,overcast clouds
563,Marovoay,MG,-16.1,46.6333,21.26,70,1,0.86,clear sky
564,Zavetnoye,RU,47.1194,43.8903,19.08,65,100,9.34,overcast clouds
565,Shubarshi,KZ,48.5872,57.1869,7.6,21,20,4.35,few clouds
566,Belyy Yar,RU,53.6039,91.3903,-3.41,78,0,2.0,clear sky
567,Zaraza,VE,9.3503,-65.3245,28.98,65,85,1.29,overcast clouds
568,Araouane,ML,18.9048,-3.5265,34.94,27,11,3.33,few clouds
569,Sao Felix Do Xingu,BR,-6.6447,-51.995,29.71,42,100,0.74,overcast clouds
570,Mantua,IT,45.1667,10.7833,17.58,87,21,0.45,few clouds
571,Lleida,ES,41.6167,0.6167,21.64,62,0,1.54,clear sky
572,Linhares,BR,-19.3911,-40.0722,23.3,74,52,3.45,broken clouds
573,Nizhnevartovsk,RU,60.9344,76.5531,-1.1,74,0,4.02,clear sky
574,San Ramon,US,37.7799,-121.978,25.51,55,0,3.6,clear sky
575,Ivdel,RU,60.6911,60.4206,2.77,97,98,2.69,overcast clouds
576,Mapiripan,CO,2.8892,-72.1256,30.37,57,53,1.3,broken clouds
577,Staunton,US,38.1496,-79.0717,11.71,96,100,4.63,light intensity drizzle
578,Wagar,SD,16.1525,36.2032,34.82,24,63,1.63,broken clouds
579,Vorobyevka,RU,50.6451,40.9245,20.05,55,100,9.91,overcast clouds
580,Altay,CN,47.8667,88.1167,-0.61,34,0,3.31,clear sky
581,Opuwo,NA,-18.0607,13.84,25.14,18,0,0.35,clear sky
582,Dilla,ET,6.41,38.31,17.28,91,100,1.69,light rain
583,Conakry,GN,9.538,-13.6773,27.04,83,75,2.06,broken clouds
584,Kitovo,RU,56.8659,41.2825,9.23,87,95,2.77,overcast clouds
585,Mimongo,GA,-1.6195,11.6068,20.98,98,100,1.55,moderate rain
586,Yangambi,CD,0.8102,24.4336,21.49,98,100,0.89,overcast clouds
587,Manyana,BW,-23.4,21.7167,23.71,19,0,3.53,clear sky
588,Amboasary,MG,-25.0333,46.3833,21.19,71,28,1.51,scattered clouds
589,Abalak,RU,58.1286,68.5944,3.26,59,100,4.63,overcast clouds
590,Channel-Port Aux Basques,CA,47.5702,-59.1367,8.04,61,100,7.75,overcast clouds
591,Covington,US,39.0837,-84.5086,22.35,56,20,8.23,few clouds
592,Tudora,RO,47.5167,26.6333,12.95,66,9,2.6,clear sky
593,Nisia Floresta,BR,-6.0911,-35.2086,28.21,76,14,4.46,few clouds
594,Isla Mujeres,MX,21.2311,-86.731,30.09,70,70,4.9,broken clouds
595,Ladnun,IN,27.65,74.3833,27.48,42,0,4.83,clear sky
596,Sivagiri,IN,9.3333,77.4333,25.25,75,96,3.43,overcast clouds
597,Tera,NE,14.0078,0.7531,33.09,41,84,1.76,broken clouds
598,Krasnovishersk,RU,60.4078,57.082,8.72,88,100,5.29,light rain
599,Elat,IL,29.5581,34.9482,30.91,30,0,5.14,clear sky
600,Bakchar,RU,57.0186,82.0711,-3.06,81,7,0.78,clear sky
601,Catamarca,AR,-28.4696,-65.7852,28.92,30,11,4.92,few clouds
602,Nouakchott,MR,18.0858,-15.9785,27.48,61,3,6.39,clear sky
603,Trairi,BR,-3.2778,-39.2689,25.57,75,8,5.44,clear sky
604,Angoche,MZ,-16.2325,39.9086,23.93,82,0,2.98,clear sky
605,Corn Island,NI,12.1694,-83.0418,27.72,73,100,4.11,overcast clouds
606,Huanta,PE,-12.9333,-74.25,23.22,43,67,4.18,broken clouds
607,Nioro,GM,13.35,-15.75,25.83,86,100,2.34,light rain
608,Gweru,ZW,-19.45,29.8167,19.7,29,0,3.98,clear sky
609,Parana,AR,-31.732,-60.5238,28.64,31,0,5.0,clear sky
610,Hobyo,SO,5.3505,48.5268,24.69,88,95,9.18,overcast clouds
611,Necochea,AR,-38.5473,-58.7368,9.85,67,94,5.6,overcast clouds
612,Hluti,SZ,-27.2167,31.6167,19.81,79,0,0.64,clear sky
613,Qaqortoq,GL,60.7167,-46.0333,2.59,70,36,1.11,scattered clouds
614,Willowmore,ZA,-33.2926,23.4895,17.82,53,0,2.34,clear sky
615,Souris,CA,49.6172,-100.2612,18.92,36,72,3.32,broken clouds
616,Maroantsetra,MG,-15.4333,49.7333,20.16,84,32,1.67,scattered clouds
617,Magole,TZ,-6.3667,37.3667,20.73,71,26,1.8,scattered clouds
618,Novogurovskiy,RU,54.4678,37.3428,14.11,93,100,6.99,overcast clouds
619,Fort-Shevchenko,KZ,44.5086,50.263,18.46,34,88,13.89,overcast clouds
620,Sindor,RU,62.8629,51.8905,8.44,98,100,3.3,light rain
621,Cotonou,BJ,6.3654,2.4183,24.99,94,40,3.09,scattered clouds
622,Chhindwara,IN,22.0667,78.9333,21.14,79,82,3.3,broken clouds
623,Karlskoga,SE,59.3267,14.5239,10.22,96,100,1.29,overcast clouds
624,Iracoubo,GF,5.4802,-53.2011,27.54,80,99,4.45,overcast clouds
625,Svetlyy,RU,54.675,20.1347,12.2,85,24,6.22,moderate rain
626,Nikki,BJ,9.9401,3.2108,23.14,91,29,1.05,light rain
627,Golynki,RU,54.8696,31.3861,7.15,94,100,9.64,moderate rain
628,Baiao,BR,-2.7906,-49.6717,32.92,37,79,1.82,broken clouds
629,Kozhevnikovo,RU,56.2589,83.9714,-4.3,87,19,0.72,few clouds
630,Grand-Santi,GF,4.25,-54.3833,30.13,54,100,1.8,overcast clouds
631,Zlobin,HR,45.2924,14.6541,13.61,88,40,1.54,scattered clouds
632,San Matias,BO,-16.3667,-58.4,32.31,42,91,3.4,overcast clouds
633,Chany,RU,55.3121,76.7647,-0.54,66,7,1.38,clear sky
634,Oume,JP,35.7839,139.2431,20.69,72,100,1.54,overcast clouds
635,Talas,TR,38.6908,35.5538,19.37,56,75,2.57,broken clouds
636,Baft,IR,29.234,56.6057,16.69,45,26,1.7,light rain
637,Dwarka,IN,22.2394,68.9678,27.32,71,2,4.04,clear sky
638,Guanare,VE,9.0418,-69.7421,28.93,75,100,0.67,overcast clouds
639,Kakonko,TZ,-3.2828,30.9642,20.89,64,86,1.14,overcast clouds
640,Upington,ZA,-28.4478,21.2561,23.21,14,0,0.0,clear sky
641,Vagur,FO,61.4732,-6.8119,10.56,91,68,10.9,broken clouds
642,Camapua,BR,-19.5314,-54.0439,27.94,54,80,0.97,broken clouds
643,Menongue,AO,-14.6585,17.691,19.41,27,34,1.92,scattered clouds
644,Conceicao Do Araguaia,BR,-8.2578,-49.2647,35.42,18,47,2.23,scattered clouds
645,Kalininsk,RU,51.5,44.4758,18.51,63,100,7.26,overcast clouds
646,Santa Cruz De La Palma,ES,28.6835,-17.7642,23.08,78,100,3.09,overcast clouds
647,Malinovka,BY,53.8579,27.4374,6.72,90,100,5.38,overcast clouds
648,Ngorongoro,TZ,-3.2397,35.4875,12.31,48,17,2.8,few clouds
649,Prieska,ZA,-29.6641,22.7474,24.01,8,0,2.71,clear sky
650,Kumluca,TR,36.3703,30.2869,26.09,57,0,1.66,clear sky
651,Siguiri,GN,11.6667,-9.5,24.14,87,80,1.02,light rain
652,Virginia Beach,US,36.8529,-75.978,20.57,84,100,4.63,overcast clouds
653,Tadpatri,IN,14.9167,78.0167,25.64,74,92,3.27,overcast clouds
654,Botwood,CA,49.1499,-55.3482,8.83,62,98,2.89,overcast clouds
655,Kadoma,JP,34.7333,135.5833,21.99,64,98,2.57,overcast clouds
656,Eten,PE,-6.9081,-79.8642,20.14,64,20,8.23,few clouds
657,Storforshei,NO,66.4043,14.5233,10.37,100,75,0.51,broken clouds
658,Moron De La Frontera,ES,37.1208,-5.454,25.22,34,20,1.54,few clouds
659,Valdivia,CL,-39.8142,-73.2459,19.05,62,100,1.88,overcast clouds
660,Grasse,FR,43.6667,6.9167,15.44,87,100,1.03,overcast clouds
661,Bernal,PE,-5.45,-80.75,23.94,55,40,6.18,scattered clouds
662,Bereda,ES,43.2686,-7.5406,16.19,100,100,1.65,overcast clouds
